id	filename	md5	size	state
0c10bf23-2d4e-49c3-b8b8-709536b132b3	0c10bf23-2d4e-49c3-b8b8-709536b132b3/75f228fd-2fc0-436c-a7d5-90f649c828e2.mirbase21.mirnas.quantification.txt	c4d1f8cf97d428698c93bc9939dc4296	50273	validated
0d5126dd-4189-40e2-b3c8-c0752463a01e	0d5126dd-4189-40e2-b3c8-c0752463a01e/8c66c072-5852-4dc4-8ec1-0d40a104f426.mirbase21.mirnas.quantification.txt	52f23c351ac2cd19b71a03b7147ccfdd	50353	validated
0d9491e0-3f55-4e5d-ac10-b8e873078400	0d9491e0-3f55-4e5d-ac10-b8e873078400/1f87de73-7a3d-4f16-af9c-64287c6620bb.mirbase21.mirnas.quantification.txt	b27adf2c0614b25772464abf6de28193	50176	validated
0e553809-3945-4e8e-abb9-c74be50ab31b	0e553809-3945-4e8e-abb9-c74be50ab31b/a908b76f-8abe-43b6-a817-5ec28d8596e2.mirbase21.mirnas.quantification.txt	d027897197a9be7c58cc1b69be3980ee	50141	validated
0eef2e47-1daa-4ca6-bc92-ea1046a0fb18	0eef2e47-1daa-4ca6-bc92-ea1046a0fb18/fef622d5-2537-4815-9304-3891c4a7ce98.mirbase21.mirnas.quantification.txt	d271b63598bfa32f5f0a81c857dcca64	50443	validated
0f40a658-0a3a-4850-b6b8-f444db15fbc2	0f40a658-0a3a-4850-b6b8-f444db15fbc2/8eee4b39-1ec9-43ff-b987-f2ac2b18dcd1.mirbase21.mirnas.quantification.txt	51b6a4577b419c61e2cbcd1388937a75	50642	validated
0ff9db33-2531-4ba8-8f92-40322f90d343	0ff9db33-2531-4ba8-8f92-40322f90d343/ccacc213-4604-4d16-8796-06d2fe37c11b.mirbase21.mirnas.quantification.txt	44b0b441656a070efdf02dd06579149a	50460	validated
1151a1ee-11a6-4be1-a37a-e799dcd29c53	1151a1ee-11a6-4be1-a37a-e799dcd29c53/36907b98-c3a8-42a5-82cd-b3daa2e04901.mirbase21.mirnas.quantification.txt	ad4c25341daa6d63dac900b2c1bde323	50452	validated
11ac3c20-ffd6-479f-becf-a0dedd89c726	11ac3c20-ffd6-479f-becf-a0dedd89c726/bf38c5d5-a3c8-45ea-bc44-82574bf9164b.mirbase21.mirnas.quantification.txt	66e04ea2134e750f409270d79857f965	50214	validated
12384ce7-e212-4d9f-860d-29b86548265f	12384ce7-e212-4d9f-860d-29b86548265f/913017e8-fd16-4b08-984c-2cfa3c36bcdd.mirbase21.mirnas.quantification.txt	cb0427140cf28f7c16f9fac630edc753	50160	validated
12be0e8f-071f-4a2c-a3c8-ffeb6f0b81c2	12be0e8f-071f-4a2c-a3c8-ffeb6f0b81c2/6ef5a3c7-0321-478c-ba3a-9c36260748b9.mirbase21.mirnas.quantification.txt	c3d7392c98a6171975f6eb29f65dab56	50160	validated
133826e2-a829-46dc-9845-def09346714e	133826e2-a829-46dc-9845-def09346714e/06616caa-209e-4576-814a-cdb70a17ff97.mirbase21.mirnas.quantification.txt	3d5825c2167d1c63d454b4e74c4ba5c6	50237	validated
13fc91e2-a74c-4b8e-91c8-add5f00a7840	13fc91e2-a74c-4b8e-91c8-add5f00a7840/059da2e5-8ec0-4c4a-b616-5224c87c7277.mirbase21.mirnas.quantification.txt	943e4f181c4577a6bb6afcec28f3e38c	50230	validated
13fffd24-4adc-4f16-b893-30434ec3285d	13fffd24-4adc-4f16-b893-30434ec3285d/d5f386c5-9c90-4333-92ed-dd04251c025d.mirbase21.mirnas.quantification.txt	6a0158e68ae4a69f80fc5c4421916878	50124	validated
146f142f-f119-4d4d-9ac5-23d580b292b9	146f142f-f119-4d4d-9ac5-23d580b292b9/487a1c8b-7927-4639-9eb8-d060b10afa27.mirbase21.mirnas.quantification.txt	a9dd3ee6842c6f76f24ba68621665a6d	50142	validated
147e2fe1-7d18-4fae-a570-bd8153c09500	147e2fe1-7d18-4fae-a570-bd8153c09500/340e8500-3663-40ee-b809-fd6d8abc2895.mirbase21.mirnas.quantification.txt	dce34f2d502e46ad367a2808b8f0d6f1	50216	validated
1487b410-6360-423c-9283-34800aa28781	1487b410-6360-423c-9283-34800aa28781/06b300b7-e1c5-425f-96de-b221d6bd0035.mirbase21.mirnas.quantification.txt	076abee9b0889a7075a993c22d2555f9	50317	validated
171d7462-2e29-4e26-b8f8-c8ac3177bc7d	171d7462-2e29-4e26-b8f8-c8ac3177bc7d/f9b4e5b6-0860-40bb-87d8-a4dba8cba58c.mirbase21.mirnas.quantification.txt	bbe8649f439405b9608b51995c95a47e	50297	validated
18324fea-2a49-420a-91c4-50adf9bb17d4	18324fea-2a49-420a-91c4-50adf9bb17d4/be919ad8-8766-4488-a882-b62f39689ad1.mirbase21.mirnas.quantification.txt	88bfde059009574eb7825d094f195a48	50347	validated
1a21d7ff-51e7-4aad-80bc-8608b1a9a127	1a21d7ff-51e7-4aad-80bc-8608b1a9a127/3860ccc7-6f72-41f5-863c-6ef2065f037d.mirbase21.mirnas.quantification.txt	24206e99ddb0ac450c5ee9f9d2be0ca8	50229	validated
1ab00fc8-a72a-4b3f-b494-d6a6db6a340e	1ab00fc8-a72a-4b3f-b494-d6a6db6a340e/64623e0b-fec6-468a-8a6f-10d3b39ffdae.mirbase21.mirnas.quantification.txt	f844f1080078cf88d016668008e7d1f2	50189	validated
1b2aed25-d836-449d-9c81-461edb70d2c6	1b2aed25-d836-449d-9c81-461edb70d2c6/5870fac4-9f0e-4066-9d98-51ee3b9b5052.mirbase21.mirnas.quantification.txt	5c5ebbb23b407f9c082658b0483cb935	50369	validated
1bdec21a-e146-4de8-937f-173ff60aa37b	1bdec21a-e146-4de8-937f-173ff60aa37b/41ae7e05-986c-414f-97ec-23e1e39a8cbe.mirbase21.mirnas.quantification.txt	4ec926e42d3aa263b282af3cc67c0717	50373	validated
1be296ae-2380-4711-8649-6e1ec467b663	1be296ae-2380-4711-8649-6e1ec467b663/36f39f4e-6bf6-48b0-b885-b7214fab5706.mirbase21.mirnas.quantification.txt	8f7986aede0f649cc5c393bba9f6e3f9	50319	validated
1c1f7686-22cc-4ba1-8216-26381b48e328	1c1f7686-22cc-4ba1-8216-26381b48e328/64497303-04b9-45b9-83d5-011068bc3b7c.mirbase21.mirnas.quantification.txt	ec21127b7ae20ddcad9bd74bd56a7d26	50189	validated
1dc1fcc9-754c-4fde-8243-722603a38d68	1dc1fcc9-754c-4fde-8243-722603a38d68/8a117856-211b-457b-8235-18c8ead14b07.mirbase21.mirnas.quantification.txt	13e420f0033fba32ce95d29a1dc4d538	50224	validated
1ddb4d23-9c4d-455d-83ee-bc97bdc6390f	1ddb4d23-9c4d-455d-83ee-bc97bdc6390f/db8c592a-7a88-462c-b775-eea759fed2a8.mirbase21.mirnas.quantification.txt	7962fa5857e7849cfdf7b5e1a8a2156c	50286	validated
1e78030f-d27c-49e7-8421-e65e6f2bc4ef	1e78030f-d27c-49e7-8421-e65e6f2bc4ef/c7b2cda9-c111-45d9-b0c0-2a9c7126afba.mirbase21.mirnas.quantification.txt	bb522268d833644fae9af0def3615bc4	50191	validated
1f32ab21-f3e2-4ed8-9679-16fa97f518ae	1f32ab21-f3e2-4ed8-9679-16fa97f518ae/36fe9631-0250-4a86-9b75-ba62c997ea5b.mirbase21.mirnas.quantification.txt	579ba4caee9f0b6453d4060e5f6f35a7	50215	validated
20300444-f7f0-4a32-be19-1d46424bab93	20300444-f7f0-4a32-be19-1d46424bab93/c14c9849-0914-4fd0-a310-625b67e201a2.mirbase21.mirnas.quantification.txt	21a38096115f638b826f4237e32dc3ee	50225	validated
20827156-4890-41ca-bb52-8046b55928a5	20827156-4890-41ca-bb52-8046b55928a5/ef115176-6642-4b45-9962-0e3279b53384.mirbase21.mirnas.quantification.txt	3cb953c50a308540df1ca80e6ad42c40	50181	validated
21ed3409-deb4-41ed-bb67-d97ab85f17c6	21ed3409-deb4-41ed-bb67-d97ab85f17c6/cd5d9b5d-fc29-4c4f-bb32-e31ac2d160ca.mirbase21.mirnas.quantification.txt	32af085c13211e8c65ac221dcd01c1d9	50222	validated
22c1c099-92f0-42cf-9d33-0ec5c5110113	22c1c099-92f0-42cf-9d33-0ec5c5110113/759fa0fe-5281-4b49-a434-09ca4ad25ae3.mirbase21.mirnas.quantification.txt	dcc9a538379d50bb5b49448a013e898d	50335	validated
2342eabc-000d-4e01-9960-56ebb0ee3da2	2342eabc-000d-4e01-9960-56ebb0ee3da2/c81a198a-14b7-40ad-bdb9-b0d5697cfc9b.mirbase21.mirnas.quantification.txt	6b6044beee0ec476e63d1d7de0ae893b	50154	validated
237b63eb-1103-49c1-be49-42aca7761d84	237b63eb-1103-49c1-be49-42aca7761d84/9516aae8-b543-4e34-8613-cffdeb2801a2.mirbase21.mirnas.quantification.txt	9cc7dd47dafbec4ed98f699640c931d7	50050	validated
251728e4-af34-45d6-8546-c13aafefcab9	251728e4-af34-45d6-8546-c13aafefcab9/4d1ea7a9-295a-40bc-ad41-21c8177bf278.mirbase21.mirnas.quantification.txt	c77bf6e8dffc771ae695986551b962f2	50215	validated
25ae2675-43aa-48f3-a3a5-afa39de25e30	25ae2675-43aa-48f3-a3a5-afa39de25e30/384c656a-78df-489a-b4c3-aebba52147e5.mirbase21.mirnas.quantification.txt	621b5f2b2c8dee49b7dc97e4fc7b1673	50470	validated
25d9a666-a996-4c7c-9eef-d0c272825968	25d9a666-a996-4c7c-9eef-d0c272825968/4ca78337-6b41-4621-89de-719898a901e2.mirbase21.mirnas.quantification.txt	aaddf14b8851f4a0260704e48b82955d	50285	validated
266f504b-fd20-4e6e-b1f7-67c19dc1a024	266f504b-fd20-4e6e-b1f7-67c19dc1a024/284e4f48-0640-4bd3-8f61-64cb8961535c.mirbase21.mirnas.quantification.txt	404de34b1f560ff4fce1798aae34a8e0	50449	validated
26bda737-d694-4c60-bf09-f2037b20f62a	26bda737-d694-4c60-bf09-f2037b20f62a/bb5f2384-bd9f-45fe-90f5-ad7364640bc8.mirbase21.mirnas.quantification.txt	46e4a643ba61d2f658c371ecac7f91f8	50291	validated
2734a31a-db36-45f9-9d37-614d72347950	2734a31a-db36-45f9-9d37-614d72347950/f57e9e3f-ea62-43d6-a815-ecf69eed7952.mirbase21.mirnas.quantification.txt	92cab9794cfa98eadf4e3347db05d807	50256	validated
2769f19e-7f66-42c1-b897-44abbd89ada7	2769f19e-7f66-42c1-b897-44abbd89ada7/d6b2e651-e77c-430a-af3a-4ed031343c6d.mirbase21.mirnas.quantification.txt	8af3d553f5298426145bd562f0f3edf2	50303	validated
28136124-6222-48e0-b3aa-55b7152c7181	28136124-6222-48e0-b3aa-55b7152c7181/5a494aa5-87ec-4218-aa26-18b37e6e2db5.mirbase21.mirnas.quantification.txt	86d52c64f740020f34cd303aaef4233d	50299	validated
289e24af-0dd2-4065-a787-37eb903507a9	289e24af-0dd2-4065-a787-37eb903507a9/52af2f14-2db6-4385-ba41-99cbc999df71.mirbase21.mirnas.quantification.txt	9f7b443ded01f76bc53d194ae563b764	50269	validated
29000285-6eae-4213-9c43-6f2ad593cdb7	29000285-6eae-4213-9c43-6f2ad593cdb7/04784960-4659-45df-8be7-850d745762dd.mirbase21.mirnas.quantification.txt	db6f400f442cdf97887308a4eb83569e	50179	validated
29324367-c83a-4e19-94c1-d452c5437d19	29324367-c83a-4e19-94c1-d452c5437d19/2cec1067-1e6a-43b8-ac07-88d6f04bd9cc.mirbase21.mirnas.quantification.txt	8ad894639b455351ad5fa8f050f55559	50530	validated
299e916d-faba-491a-83c8-c7f81be0c5ae	299e916d-faba-491a-83c8-c7f81be0c5ae/b365faa4-3d59-4c3d-a9d1-842a2fa7e807.mirbase21.mirnas.quantification.txt	fdb28901f042487231dd731b23e77e08	50304	validated
2c3a22d0-da43-4031-af17-9cb1811387a7	2c3a22d0-da43-4031-af17-9cb1811387a7/d7b9b72d-690b-4826-8098-5f1f01f9faba.mirbase21.mirnas.quantification.txt	e9fbac1773a890b018ab81e36d94463a	50147	validated
2c544ac8-ffe9-4326-b848-59c35904ddd3	2c544ac8-ffe9-4326-b848-59c35904ddd3/8d1663db-887e-4c20-996e-4ca1b931bba2.mirbase21.mirnas.quantification.txt	bf8382e899866f93c028f1f616cb8059	50115	validated
2c6fe5cf-bf5c-4d13-ac02-0086427d1f4f	2c6fe5cf-bf5c-4d13-ac02-0086427d1f4f/c7fda544-5450-4538-8d9e-a4e2d5866275.mirbase21.mirnas.quantification.txt	452a391e0d6794d96585468ada12d1a0	50191	validated
2e3de208-7900-42bf-b2ce-4aec5bcb1f1e	2e3de208-7900-42bf-b2ce-4aec5bcb1f1e/9d406540-44d2-4acd-864c-ad73df2da956.mirbase21.mirnas.quantification.txt	e5319f92aeb9dfd0c611260d969bc293	50151	validated
2e54604f-90a5-433a-ab83-196e43e5fa41	2e54604f-90a5-433a-ab83-196e43e5fa41/1afb8ec8-3518-4ff3-b1cf-798473a0efca.mirbase21.mirnas.quantification.txt	0006f0c76481311c5b05afb9d76ec5f3	50248	validated
2eb9e4a0-91b5-490a-974e-ad15ccda89ce	2eb9e4a0-91b5-490a-974e-ad15ccda89ce/4f504dab-7283-4f50-a94d-937756bd668f.mirbase21.mirnas.quantification.txt	3c9f15dae1615a1fe6248c56c8b3ec82	50296	validated
2fff666a-f26b-409b-8875-8cf70c9afeb9	2fff666a-f26b-409b-8875-8cf70c9afeb9/22226a99-3268-41d0-bf58-6de342f20753.mirbase21.mirnas.quantification.txt	0b18dfc1236a69c6e1550a1810c8c5d4	50098	validated
314c84fc-af24-496a-810a-7318e0714cfb	314c84fc-af24-496a-810a-7318e0714cfb/d39d22ca-7735-4e25-aa78-bac51412741c.mirbase21.mirnas.quantification.txt	1c9190db23de41f9a7fc3e6552ef8dc9	50338	validated
32879f8b-da9d-4296-89e4-a84d594d9fbb	32879f8b-da9d-4296-89e4-a84d594d9fbb/56fbbe44-a62f-4a0b-b4a4-549205727669.mirbase21.mirnas.quantification.txt	2d515753f97337ec5bc76d72c0badd59	50338	validated
32c9dc14-03c4-4ffd-ac2f-89eaca7165a0	32c9dc14-03c4-4ffd-ac2f-89eaca7165a0/b5cf5b2b-b794-460d-84b2-eef871aec02c.mirbase21.mirnas.quantification.txt	b756c78dfcd9efd4820940b9f0c472a2	50301	validated
3368e412-358c-4237-8aad-7ec2d6f27026	3368e412-358c-4237-8aad-7ec2d6f27026/253c8930-ff38-40c5-9e61-7da04c4d414e.mirbase21.mirnas.quantification.txt	82372d4c1c431f0ebc48342b2cdeff23	50063	validated
339bd291-a1e2-44d8-a827-9e87512a4e65	339bd291-a1e2-44d8-a827-9e87512a4e65/b16694e7-eca5-421e-bed3-08dc1400724c.mirbase21.mirnas.quantification.txt	b21c1e1320e0c389f3428962024ab759	50173	validated
33ac8caf-600d-4a47-8516-21dad978e597	33ac8caf-600d-4a47-8516-21dad978e597/f9f8ebda-73b7-41cd-a5e9-cfd3c04079cc.mirbase21.mirnas.quantification.txt	9d4d5ff311916118e86318566d5af059	50151	validated
34dba439-ed65-43c8-bb9a-f6001a3120f3	34dba439-ed65-43c8-bb9a-f6001a3120f3/11b3d218-99ed-4f10-94cb-5e8018ad6abc.mirbase21.mirnas.quantification.txt	17c0b0d90f0a916ae87ca53b0de64e22	50098	validated
34dca5c6-84e5-4666-bffc-b17608c42ac2	34dca5c6-84e5-4666-bffc-b17608c42ac2/f597c787-3575-4829-b6f6-7cdb6c2fc2db.mirbase21.mirnas.quantification.txt	8c8798e3eac7e6121f8493151ab5cdb2	50296	validated
3535aa0c-e8dd-41e1-aad0-4c5fc4f8ad06	3535aa0c-e8dd-41e1-aad0-4c5fc4f8ad06/92478e18-2d44-4f9e-867b-99c804881a20.mirbase21.mirnas.quantification.txt	99173a36604cb019bba2f0815689fa8a	50214	validated
372bd69c-7dc9-4dc1-99d5-d5b18e06fb08	372bd69c-7dc9-4dc1-99d5-d5b18e06fb08/dc8ad458-df16-4771-8180-78491811f44f.mirbase21.mirnas.quantification.txt	706f72a559c388d9217be6cda0089905	50377	validated
3734bb7b-e2e4-4308-a684-709388e78e3a	3734bb7b-e2e4-4308-a684-709388e78e3a/1d46155b-1858-4ee9-9489-685d5ac3cd81.mirbase21.mirnas.quantification.txt	5ba0f041953bed0608e7750a672ce8bd	50225	validated
374cdffe-f05f-4468-af16-f9f7dfe5583b	374cdffe-f05f-4468-af16-f9f7dfe5583b/47c6c679-ed2a-430b-a6e6-b96ad89703d7.mirbase21.mirnas.quantification.txt	5e2b5a01a26d3c45fbe6b7b62bdb5a50	50153	validated
37b6a1bd-b5e1-4865-831f-6f04893e396a	37b6a1bd-b5e1-4865-831f-6f04893e396a/b01d54a6-0ad1-4442-bcc7-6bc8ed0a2992.mirbase21.mirnas.quantification.txt	f23a9e121ab874a50c8e0822025187c8	50116	validated
38412542-3424-4424-b005-03dd1bcb2b0e	38412542-3424-4424-b005-03dd1bcb2b0e/033badae-357a-4580-982a-cbf9035e4f8a.mirbase21.mirnas.quantification.txt	456d236019221b4717bb7975712acbef	50055	validated
3922070d-dee3-4003-9424-24dad1143b91	3922070d-dee3-4003-9424-24dad1143b91/a4431782-4e46-4b9c-acd2-0f66c8d351ca.mirbase21.mirnas.quantification.txt	1916ebd4d40831c82f3a3c82767f935c	50124	validated
39918798-c087-4719-888b-1ade474d8251	39918798-c087-4719-888b-1ade474d8251/8cc982ef-3952-4bb3-abf9-d165882ad39e.mirbase21.mirnas.quantification.txt	39d3fb84b0afa4cb69abf74fa5159f55	50055	validated
39a65634-c424-427c-85c9-7d5d2d5361a2	39a65634-c424-427c-85c9-7d5d2d5361a2/9fd8a3ad-2448-4660-94e0-a6093213e747.mirbase21.mirnas.quantification.txt	aa45b6fe2e4c0fd84054415e297ab249	50321	validated
39f8fda1-1dc6-4f60-8dfe-ff0c77a05f39	39f8fda1-1dc6-4f60-8dfe-ff0c77a05f39/0f5abb0b-14e2-424a-8ec4-ed8d0a4c39e9.mirbase21.mirnas.quantification.txt	6165a0a17a688aeeb282f34bde9bedb8	50315	validated
3a241506-31da-4f94-a2e5-2b2ca8efa4d7	3a241506-31da-4f94-a2e5-2b2ca8efa4d7/803d261d-4c18-457d-91bb-3679c673f636.mirbase21.mirnas.quantification.txt	aa82005222990995348258848d7bf5c4	50228	validated
3ad2f9ce-fcad-471c-b57e-a20ab9b80ef7	3ad2f9ce-fcad-471c-b57e-a20ab9b80ef7/c5319ac4-73b9-4db8-a2ae-ad9943fffc54.mirbase21.mirnas.quantification.txt	7f2b11b7eb48713d8a1bfef052c4b624	50150	validated
3b1189d7-1bd1-4b12-9d1d-9078fad44199	3b1189d7-1bd1-4b12-9d1d-9078fad44199/3b666281-17b4-429f-b86c-73aa9f8ce889.mirbase21.mirnas.quantification.txt	36c24486172c2b92692ded48bbe906ff	50470	validated
3b5e9a1e-7810-497b-b019-5ef6b9b96dce	3b5e9a1e-7810-497b-b019-5ef6b9b96dce/2ab8c74a-41c9-4d37-b4dc-90481d65e02e.mirbase21.mirnas.quantification.txt	65f2c2fcf14035035452fd57f471ddcb	50277	validated
3b9c0637-46c9-4e2e-9ead-2b011e56361a	3b9c0637-46c9-4e2e-9ead-2b011e56361a/68f827de-3bf5-4c95-a0b0-5423d5b43f65.mirbase21.mirnas.quantification.txt	4716f373888524323c661c4662ce04e4	50224	validated
3bede904-93b4-44de-90cb-dd8b8c264009	3bede904-93b4-44de-90cb-dd8b8c264009/4f6f46ef-5542-47af-aa29-a127ff6f060a.mirbase21.mirnas.quantification.txt	c2d61a1eea493d635f48de62253a9255	50194	validated
3c215ef2-b9d0-4be0-9792-7c7c60a39568	3c215ef2-b9d0-4be0-9792-7c7c60a39568/e1cb3928-f26b-4fa6-9e7f-ca7f489d3eb9.mirbase21.mirnas.quantification.txt	eb6019f0ca5165cbc03f24f61940dbf8	50238	validated
3ca750c3-0219-411d-992d-685079877ecf	3ca750c3-0219-411d-992d-685079877ecf/79c50961-13f3-4585-a35d-2364eeb393a2.mirbase21.mirnas.quantification.txt	da3fae673fad58fa5a488c9ac9709394	50336	validated
3d1f7f96-498e-4919-adc8-03ebaadaa55a	3d1f7f96-498e-4919-adc8-03ebaadaa55a/e7af122b-5e57-4afd-bfb3-ce08ad648a3b.mirbase21.mirnas.quantification.txt	800d466e24c89fc398100dfa36eb76cd	50221	validated
3d840730-3911-4f92-96c1-8eaf74761269	3d840730-3911-4f92-96c1-8eaf74761269/9439019a-c865-401c-9470-4becfd78255c.mirbase21.mirnas.quantification.txt	b57353bbe8ebb7a600c95de93f8116c9	50269	validated
